1456308285,projet_12_10_7,18,1,annealing
1456308854,projet_5_8_1,22,1,annealing
1456308987,projet_5_8_1,22,1,annealing
1456309538,projet_12_10_1,39,0,greedy
1456309538,projet_12_10_10,115,0,greedy
1456309538,projet_12_10_2,4,0,greedy
1456309538,projet_12_10_3,65,0,greedy
1456309538,projet_12_10_4,37,0,greedy
1456309538,projet_12_10_5,107,0,greedy
1456309538,projet_12_10_6,50,0,greedy
1456309538,projet_12_10_7,45,0,greedy
1456309538,projet_12_10_8,78,0,greedy
1456309538,projet_12_10_9,32,0,greedy
1456309538,projet_15_17_1,39,0,greedy
1456309538,projet_15_17_10,242,0,greedy
1456309538,projet_15_17_2,5,0,greedy
1456309538,projet_15_17_3,120,0,greedy
1456309538,projet_15_17_4,74,0,greedy
1456309538,projet_15_17_5,215,0,greedy
1456309538,projet_15_17_6,50,0,greedy
1456309538,projet_15_17_7,36,0,greedy
1456309538,projet_15_17_8,139,0,greedy
1456309538,projet_15_17_9,87,0,greedy
1456309538,projet_20_25_1,66,0,greedy
1456309538,projet_20_25_10,427,0,greedy
1456309538,projet_20_25_2,20,0,greedy
1456309538,projet_20_25_3,176,0,greedy
1456309538,projet_20_25_4,131,0,greedy
1456309538,projet_20_25_5,389,0,greedy
1456309538,projet_20_25_6,69,0,greedy
1456309538,projet_20_25_7,148,0,greedy
1456309538,projet_20_25_8,253,0,greedy
1456309538,projet_20_25_9,189,0,greedy
1456309538,projet_25_30_1,112,0,greedy
1456309538,projet_25_30_10,557,0,greedy
1456309538,projet_25_30_2,10,0,greedy
1456309538,projet_25_30_3,229,0,greedy
1456309538,projet_25_30_4,160,0,greedy
1456309538,projet_25_30_5,513,0,greedy
1456309538,projet_25_30_6,137,0,greedy
1456309538,projet_25_30_7,158,0,greedy
1456309538,projet_25_30_8,320,0,greedy
1456309538,projet_25_30_9,254,0,greedy
1456309538,projet_5_8_1,24,0,greedy
1456309538,projet_5_8_10,40,0,greedy
1456309538,projet_5_8_2,4,0,greedy
1456309538,projet_5_8_3,30,0,greedy
1456309538,projet_5_8_4,18,0,greedy
1456309538,projet_5_8_5,40,0,greedy
1456309539,projet_5_8_6,23,1,greedy
1456309539,projet_5_8_7,29,0,greedy
1456309539,projet_5_8_8,28,0,greedy
1456309539,projet_5_8_9,23,0,greedy
1456309590,projet_12_10_10,115,4,annealing
1456309590,projet_12_10_2,4,0,annealing
1456309592,projet_12_10_3,62,2,annealing
1456309596,projet_12_10_5,107,3,annealing
1456309598,projet_12_10_6,49,2,annealing
1456309599,projet_12_10_7,49,1,annealing
1456309602,projet_12_10_8,75,3,annealing
1456309602,projet_12_10_9,11,0,annealing
1456309612,projet_15_17_10,241,9,annealing
1456309622,projet_15_17_5,215,7,annealing
1456309625,projet_15_17_6,92,3,annealing
1456309627,projet_15_17_7,38,2,annealing
1456309632,projet_15_17_8,124,5,annealing
1456309633,projet_15_17_9,11,1,annealing
1456309649,projet_20_25_10,423,14,annealing
1456309661,projet_20_25_3,170,9,annealing
1456309665,projet_20_25_4,131,4,annealing
1456309680,projet_20_25_5,389,15,annealing
1456309685,projet_20_25_6,145,5,annealing
1456309690,projet_20_25_7,153,5,annealing
1456309698,projet_20_25_8,224,8,annealing
1456309705,projet_20_25_9,199,7,annealing
1456309728,projet_25_30_10,554,20,annealing
1456309729,projet_25_30_2,10,1,annealing
1456309742,projet_25_30_3,219,13,annealing
1456309766,projet_25_30_5,513,19,annealing
1456309771,projet_25_30_6,152,5,annealing
1456309775,projet_25_30_7,83,4,annealing
1456309788,projet_25_30_8,279,13,annealing
1456309790,projet_25_30_9,32,2,annealing
1456309791,projet_5_8_1,22,1,annealing
1456309792,projet_5_8_10,40,1,annealing
1456309792,projet_5_8_2,4,0,annealing
1456309793,projet_5_8_4,18,0,annealing
1456309794,projet_5_8_5,40,1,annealing
1456309795,projet_5_8_6,23,1,annealing
1456309795,projet_5_8_7,9,0,annealing
1456309796,projet_5_8_8,28,1,annealing
1456309797,projet_5_8_9,9,1,annealing
1456310087,projet_12_10_7,18,1,annealing
1456310477,projet_5_8_1,24,6,frontal
1456310514,projet_5_8_2,4,0,annealing
1456310605,projet_5_8_3,30,59,frontal
1456310780,projet_5_8_3,30,1,annealing
1456329899,projet_5_8_3,30,1,annealing
1456330849,projet_5_8_3,30,1,annealing
1456330878,projet_5_8_3,30,1,annealing
1456330882,projet_5_8_3,30,1,annealing
1456331009,projet_12_10_1,39,0,greedy
1456331009,projet_12_10_10,115,0,greedy
1456331009,projet_12_10_2,4,0,greedy
1456331009,projet_12_10_3,65,0,greedy
1456331009,projet_12_10_4,37,0,greedy
1456331009,projet_12_10_5,107,0,greedy
1456331009,projet_12_10_6,50,0,greedy
1456331009,projet_12_10_7,45,0,greedy
1456331009,projet_12_10_8,78,0,greedy
1456331009,projet_12_10_9,32,0,greedy
1456331009,projet_15_17_1,39,0,greedy
1456331009,projet_15_17_10,242,0,greedy
1456331009,projet_15_17_2,5,0,greedy
1456331009,projet_15_17_3,120,0,greedy
1456331009,projet_15_17_4,74,0,greedy
1456331009,projet_15_17_5,215,0,greedy
1456331009,projet_15_17_6,50,0,greedy
1456331009,projet_15_17_7,36,0,greedy
1456331009,projet_15_17_8,139,0,greedy
1456331010,projet_15_17_9,87,0,greedy
1456331010,projet_20_25_1,66,0,greedy
1456331010,projet_20_25_10,427,0,greedy
1456331010,projet_20_25_2,20,0,greedy
1456331010,projet_20_25_3,176,0,greedy
1456331010,projet_20_25_4,131,0,greedy
1456331010,projet_20_25_5,389,0,greedy
1456331010,projet_20_25_6,69,0,greedy
1456331010,projet_20_25_7,148,0,greedy
1456331010,projet_20_25_8,253,0,greedy
1456331010,projet_20_25_9,189,0,greedy
1456331010,projet_25_30_1,112,0,greedy
1456331010,projet_25_30_10,557,0,greedy
1456331010,projet_25_30_2,10,0,greedy
1456331010,projet_25_30_3,229,0,greedy
1456331010,projet_25_30_4,160,0,greedy
1456331010,projet_25_30_5,513,0,greedy
1456331010,projet_25_30_6,137,0,greedy
1456331010,projet_25_30_7,158,0,greedy
1456331010,projet_25_30_8,320,0,greedy
1456331011,projet_25_30_9,254,1,greedy
1456331011,projet_5_8_1,24,0,greedy
1456331011,projet_5_8_10,40,0,greedy
1456331011,projet_5_8_2,4,0,greedy
1456331011,projet_5_8_3,30,0,greedy
1456331011,projet_5_8_4,18,0,greedy
1456331011,projet_5_8_5,40,0,greedy
1456331011,projet_5_8_6,23,0,greedy
1456331011,projet_5_8_7,29,0,greedy
1456331011,projet_5_8_8,28,0,greedy
1456331012,projet_5_8_9,23,1,greedy
1456331067,projet_12_10_1,39,0,greedy
1456331067,projet_12_10_10,115,0,greedy
1456331067,projet_12_10_2,4,0,greedy
1456331067,projet_12_10_3,65,0,greedy
1456331067,projet_12_10_4,37,0,greedy
1456331067,projet_12_10_5,107,0,greedy
1456331067,projet_12_10_6,50,0,greedy
1456331067,projet_12_10_7,45,0,greedy
1456331067,projet_12_10_8,78,0,greedy
1456331067,projet_12_10_9,32,0,greedy
1456331067,projet_15_17_1,39,0,greedy
1456331067,projet_15_17_10,242,0,greedy
1456331067,projet_15_17_2,5,0,greedy
1456331067,projet_15_17_3,120,0,greedy
1456331067,projet_15_17_4,74,0,greedy
1456331067,projet_15_17_5,215,0,greedy
1456331067,projet_15_17_6,50,0,greedy
1456331067,projet_15_17_7,36,0,greedy
1456331067,projet_15_17_8,139,0,greedy
